pitch_type,prev_vel,prev_zone,prev_type,stand,balls,strikes,runner,outs_when_up,inning,run_diff
2-Seam Fastball,94.3,14,B,R,1,0,0,0,1,0
2-Seam Fastball,93.4,14,B,R,2,0,0,0,1,0
4-Seam Fastball,93.5,14,B,R,3,0,0,0,1,0
2-Seam Fastball,94.1,14,B,R,0,0,1,0,1,0
2-Seam Fastball,94.1,5,X,R,0,0,1,1,1,0
Slider,93.8,4,S,R,0,1,1,1,1,0
2-Seam Fastball,87.2,14,B,R,1,1,1,1,1,0
2-Seam Fastball,93.7,14,B,R,2,1,1,1,1,0
Slider,93.5,5,X,L,0,0,0,0,2,0
4-Seam Fastball,83.8,7,S,L,0,1,0,0,2,0
4-Seam Fastball,91.3,3,S,L,0,2,0,0,2,0
2-Seam Fastball,93.3,2,X,L,0,0,0,1,2,0
Slider,93.4,11,B,L,1,0,0,1,2,0
Changeup,81.8,13,B,L,2,0,0,1,2,0
2-Seam Fastball,83.2,13,B,L,3,0,0,1,2,0
2-Seam Fastball,92.9,5,S,L,3,1,0,1,2,0
Cutter,93.1,1,B,L,0,0,1,1,2,0
Cutter,91.8,6,S,L,0,1,1,1,2,0
Slider,91.6,5,S,L,0,2,1,1,2,0
2-Seam Fastball,85.2,11,B,L,1,2,0,2,2,0
Slider,93.1,14,B,L,2,2,0,2,2,0
Slider,86.2,7,S,R,0,0,0,0,3,0
Cutter,85.3,7,S,R,0,1,0,0,3,0
2-Seam Fastball,90.4,14,B,R,1,1,0,0,3,0
Slider,93.3,14,B,R,2,1,0,0,3,0
Slider,82.9,14,S,R,2,2,0,0,3,0
Slider,85.1,13,B,R,3,2,0,0,3,0
2-Seam Fastball,83.5,5,S,R,0,0,0,1,3,0
2-Seam Fastball,93.1,8,X,R,0,0,0,2,3,0
Slider,93.5,8,S,R,0,1,0,2,3,0
Changeup,88.4,14,B,R,1,1,0,2,3,0
Slider,84.5,14,B,R,2,1,0,2,3,0
Cutter,86.1,9,S,R,2,2,0,2,3,0
2-Seam Fastball,90.5,12,B,R,3,2,0,2,3,0
Slider,92.7,6,X,R,0,0,0,0,4,0
Cutter,83.2,8,S,R,0,1,0,0,4,0
4-Seam Fastball,89.3,14,S,R,0,2,0,0,4,0
Cutter,92.6,4,X,R,0,0,0,1,4,0
2-Seam Fastball,91.7,13,B,R,1,0,0,1,4,0
Slider,92.9,11,B,R,2,0,0,1,4,0
2-Seam Fastball,84.1,14,B,R,3,0,0,1,4,0
2-Seam Fastball,92.7,11,B,R,0,0,1,1,4,0
2-Seam Fastball,92.7,7,S,R,0,1,1,1,4,0
Cutter,92.4,7,X,L,0,0,1,2,4,0
Changeup,92.6,14,S,L,0,1,1,2,4,0
4-Seam Fastball,85.8,13,S,L,0,2,1,2,4,0
Slider,93.1,3,S,L,0,2,1,2,4,0
Cutter,84.9,13,B,L,1,2,1,2,4,0
Slider,90.7,4,X,L,0,0,0,0,5,0
Cutter,83.5,4,S,L,0,1,0,0,5,0
2-Seam Fastball,91.3,12,B,L,1,1,0,0,5,0
Slider,92.8,2,B,L,2,1,0,0,5,0
Cutter,82.3,14,S,L,2,2,0,0,5,0
2-Seam Fastball,91.5,1,S,L,0,0,0,1,5,0
Cutter,93.7,14,B,L,1,0,0,1,5,0
2-Seam Fastball,91.9,12,S,L,1,1,0,1,5,0
2-Seam Fastball,92.7,14,B,L,2,1,0,1,5,0
Slider,92.4,14,B,L,3,1,0,1,5,0
Slider,84.3,14,S,L,3,2,0,1,5,0
Changeup,85.1,8,S,R,0,0,0,2,5,0
Cutter,82.4,5,S,R,0,1,0,2,5,0
Slider,91.7,14,B,R,1,1,0,2,5,0
Slider,84.8,5,S,R,1,2,0,2,5,0
2-Seam Fastball,86,14,S,R,0,0,0,0,6,0
Slider,92.6,13,B,R,1,0,0,0,6,0
Cutter,84.9,9,S,R,1,1,0,0,6,0
Slider,92,9,S,R,1,2,0,0,6,0
2-Seam Fastball,84.3,14,B,R,2,2,0,0,6,0
Slider,92.3,14,B,R,3,2,0,0,6,0
2-Seam Fastball,83,14,B,R,0,0,1,0,6,0
2-Seam Fastball,92.5,9,S,R,0,1,1,0,6,0
Cutter,92.6,13,B,R,1,1,1,0,6,0
2-Seam Fastball,91.4,2,X,R,0,0,1,1,6,0
Slider,93.6,14,B,R,1,0,1,1,6,0
4-Seam Fastball,84.4,13,S,R,1,1,1,1,6,0
Slider,92.3,5,S,R,1,2,1,1,6,0
Cutter,85.9,14,S,R,0,0,1,2,6,0
2-Seam Fastball,89.9,5,X,R,0,0,1,2,6,0
2-Seam Fastball,92.4,13,X,L,0,0,0,0,7,0
4-Seam Fastball,92.7,13,B,L,1,0,0,0,7,0
2-Seam Fastball,91.3,8,S,L,1,1,0,0,7,0
Slider,92,9,X,L,0,0,1,0,7,0
Slider,84.9,14,B,L,1,0,1,0,7,0
Slider,82.9,14,S,L,1,1,1,0,7,0
Cutter,85.8,14,B,L,2,1,1,0,7,0
2-Seam Fastball,91.1,2,B,L,3,1,1,0,7,0
Slider,92.5,5,X,L,0,0,1,1,7,0
Slider,84.6,13,B,L,1,0,1,1,7,0
4-Seam Fastball,85.6,14,S,L,1,1,1,1,7,0
2-Seam Fastball,91.8,14,B,L,2,1,1,1,7,0
2-Seam Fastball,92,5,X,R,0,0,1,2,7,0
Slider,92.4,9,S,R,0,1,1,2,7,0
Slider,85.3,14,S,R,0,2,1,2,7,0
2-Seam Fastball,85.7,14,S,L,0,0,0,0,1,0
Slider,92.9,11,B,L,1,0,0,0,1,0
4-Seam Fastball,82.9,14,S,L,1,1,0,0,1,0
Slider,91.2,9,S,L,1,2,0,0,1,0
4-Seam Fastball,85.7,8,S,L,1,2,0,0,1,0
Slider,91,11,X,L,0,0,0,1,1,0
2-Seam Fastball,78.6,11,B,L,1,0,0,1,1,0
4-Seam Fastball,93.2,7,X,L,0,0,0,2,1,0
Cutter,94.5,9,S,L,0,1,0,2,1,0
Slider,92.3,3,S,L,0,2,0,2,1,0
Slider,83.9,14,B,L,1,2,0,2,1,0
2-Seam Fastball,85.5,14,B,L,2,2,0,2,1,0
Slider,92.6,14,B,L,3,2,0,2,1,0
Slider,85.8,7,X,R,0,0,0,0,2,0
2-Seam Fastball,83.5,6,S,R,0,1,0,0,2,0
2-Seam Fastball,92.4,7,X,L,0,0,0,1,2,0
Slider,92.5,13,B,L,1,0,0,1,2,0
Cutter,84.5,14,S,L,1,1,0,1,2,0
2-Seam Fastball,91.2,12,X,R,0,0,0,2,2,0
2-Seam Fastball,92.6,9,S,R,0,1,0,2,2,0
Slider,92.9,12,B,R,1,1,0,2,2,0
Slider,85.3,14,B,R,2,1,0,2,2,0
2-Seam Fastball,84.6,14,B,R,3,1,0,2,2,0
2-Seam Fastball,92.8,5,X,L,0,0,1,2,2,0
2-Seam Fastball,92,1,S,L,0,1,1,2,2,0
Slider,91.7,5,S,L,0,2,1,2,2,0
2-Seam Fastball,86.3,13,B,L,1,2,1,2,2,0
Changeup,92.6,2,S,R,0,0,0,0,3,0
Cutter,82,1,S,R,0,1,0,0,3,0
Slider,90.8,12,S,R,0,2,0,0,3,0
Cutter,86.4,14,B,R,1,2,0,0,3,0
Slider,90.7,12,X,R,0,0,1,0,3,0
2-Seam Fastball,84.1,8,S,R,0,1,1,0,3,0
2-Seam Fastball,92.5,11,X,L,0,0,1,0,3,0
2-Seam Fastball,93.2,4,S,L,0,1,1,0,3,0
Slider,93,12,B,L,1,1,1,0,3,0
Cutter,84.4,11,B,L,2,1,1,0,3,0
Cutter,91.2,14,S,L,2,2,1,0,3,0
Slider,91.4,2,X,L,0,0,1,2,3,0
Slider,83.9,1,S,L,0,1,1,2,3,0
Slider,85.4,14,B,L,1,1,1,2,3,0
Slider,84.4,5,X,L,0,0,0,0,4,0
Slider,84.2,11,B,L,1,0,0,0,4,0
Cutter,83.3,4,X,R,0,0,1,0,4,0
4-Seam Fastball,91.7,2,S,R,0,1,1,0,4,0
Slider,93.7,7,S,R,0,2,1,0,4,0
Cutter,86.9,5,S,R,0,2,1,0,4,0
Slider,91.6,6,S,R,0,2,0,1,4,0
Changeup,87.9,14,S,L,0,0,0,2,4,0
2-Seam Fastball,84.7,13,B,L,1,0,0,2,4,0
2-Seam Fastball,91.9,8,S,L,1,1,0,2,4,0
Slider,93.1,13,B,L,2,1,0,2,4,0
Cutter,84.6,5,X,R,0,0,1,2,4,0
Cutter,90.7,3,S,R,0,1,1,2,4,0
Cutter,90,14,B,R,1,1,1,2,4,0
Slider,92.3,3,S,R,1,2,1,2,4,0
2-Seam Fastball,86.7,14,B,R,2,2,1,2,4,0
Slider,92.8,12,S,L,0,0,0,0,5,0
Cutter,83.6,11,B,L,1,0,0,0,5,0
2-Seam Fastball,91.4,11,B,L,2,0,0,0,5,0
2-Seam Fastball,92.8,1,S,L,2,1,0,0,5,0
2-Seam Fastball,93.3,14,S,L,2,2,0,0,5,0
2-Seam Fastball,93.1,11,S,R,0,0,0,1,5,0
2-Seam Fastball,92.9,13,B,R,1,0,0,1,5,0
2-Seam Fastball,93.1,5,S,R,1,1,0,1,5,0
Slider,92.8,7,S,R,1,2,0,1,5,0
Curveball,84.7,14,S,R,0,0,0,2,5,0
2-Seam Fastball,74.3,13,B,R,1,0,0,2,5,0
Slider,93.1,14,B,R,2,0,0,2,5,0
Slider,85.1,3,S,R,2,1,0,2,5,0
Slider,83.9,14,S,R,2,2,0,2,5,0
Cutter,84.9,14,S,R,2,2,0,2,5,0
Cutter,91.1,14,X,L,0,0,1,2,5,0
2-Seam Fastball,91.3,12,B,L,1,0,1,2,5,0
2-Seam Fastball,93,11,B,L,2,0,1,2,5,0
Cutter,92.7,5,X,L,0,0,0,0,6,0
Slider,90.9,11,B,L,1,0,0,0,6,0
Changeup,82.9,5,S,L,1,1,0,0,6,0
2-Seam Fastball,83.9,14,B,L,2,1,0,0,6,0
Cutter,93.3,4,X,L,0,0,1,0,6,0
Cutter,91,11,B,L,1,0,1,0,6,0
2-Seam Fastball,91.3,14,B,L,2,0,1,0,6,0
Cutter,92.5,11,B,L,3,0,1,0,6,0
2-Seam Fastball,91.3,9,S,L,3,1,1,0,6,0
Cutter,92.6,5,S,L,3,2,1,0,6,0
Slider,91.2,14,X,R,0,0,1,0,6,-1
Cutter,85.5,11,B,R,1,0,1,0,6,-1
2-Seam Fastball,90.8,14,S,R,1,1,1,0,6,-1
4-Seam Fastball,92.1,14,B,R,2,1,1,0,6,-1
Slider,92.4,14,B,R,3,1,1,0,6,-1
Slider,85,14,S,R,3,2,1,0,6,-1
Slider,85.3,6,S,R,3,2,1,0,6,-1
Slider,84.5,14,X,L,0,0,1,0,6,-2
Cutter,83,8,S,L,0,1,1,0,6,-2
Slider,91.4,14,X,R,0,0,0,2,6,-2
Slider,84.1,14,S,R,0,1,0,2,6,-2
4-Seam Fastball,84.8,8,S,R,0,2,0,2,6,-2
Cutter,93.2,12,B,R,1,2,0,2,6,-2
2-Seam Fastball,90.6,11,B,R,2,2,0,2,6,-2
Slider,91.8,2,S,R,2,2,0,2,6,-2
2-Seam Fastball,84.8,14,B,R,3,2,0,2,6,-2
Cutter,92,14,B,L,0,0,0,0,1,0
2-Seam Fastball,91.5,12,B,L,1,0,0,0,1,0
Slider,93.1,8,S,L,1,1,0,0,1,0
Slider,85.5,1,S,L,1,2,0,0,1,0
Changeup,84.3,8,S,L,1,2,0,0,1,0
Cutter,85.4,11,B,L,2,2,0,0,1,0
2-Seam Fastball,91.3,11,B,L,3,2,0,0,1,0
2-Seam Fastball,92.9,8,S,L,0,0,0,1,1,0
Slider,94.1,5,X,L,0,0,0,2,1,0
Cutter,82.8,1,S,L,0,1,0,2,1,0
2-Seam Fastball,91.9,3,S,L,0,2,0,2,1,0
Slider,93.1,2,X,L,0,0,1,2,1,0
4-Seam Fastball,85.4,7,S,L,0,1,1,2,1,0
Cutter,90.7,11,B,L,1,1,1,2,1,0
Slider,91.5,3,S,L,1,2,1,2,1,0
4-Seam Fastball,86.2,14,B,L,2,2,1,2,1,0
Cutter,93.5,1,X,L,0,0,1,2,1,-1
Cutter,90.1,3,S,L,0,1,1,2,1,-1
2-Seam Fastball,90.8,3,X,R,0,0,1,2,1,-2
2-Seam Fastball,91.6,9,B,R,1,0,1,2,1,-2
2-Seam Fastball,92.7,4,S,R,1,1,1,2,1,-2
Slider,92.2,8,X,L,0,0,0,0,2,-2
Changeup,83.6,1,S,L,0,1,0,0,2,-2
Slider,85.8,8,S,L,0,2,0,0,2,-2
Slider,83.2,6,S,L,0,2,0,0,2,-2
Slider,81.8,13,S,L,0,0,0,1,2,-2
Cutter,82.8,5,S,L,0,1,0,1,2,-2
Slider,91.4,3,S,L,0,2,0,1,2,-2
Slider,84.2,7,S,R,0,0,0,2,2,-2
2-Seam Fastball,85.7,7,S,R,0,1,0,2,2,-2
Slider,92.9,6,S,R,0,2,0,2,2,-2
Slider,85.3,14,B,R,1,2,0,2,2,-2
2-Seam Fastball,85.5,6,X,L,0,0,0,0,3,-2
Slider,92.9,11,B,L,1,0,0,0,3,-2
Slider,84.6,14,S,L,1,1,0,0,3,-2
Changeup,84.9,6,S,L,1,2,0,0,3,-2
2-Seam Fastball,87.5,13,B,L,2,2,0,0,3,-2
Slider,93.3,8,S,L,0,0,0,1,3,-2
Slider,85,14,B,L,1,0,0,1,3,-2
Slider,87.3,14,S,L,1,1,0,1,3,-2
Slider,87.2,13,S,L,1,2,0,1,3,-2
Cutter,83.9,13,B,L,2,2,0,1,3,-2
2-Seam Fastball,91.2,5,X,L,0,0,0,2,3,-2
2-Seam Fastball,92.4,13,B,L,1,0,0,2,3,-2
Slider,92.5,13,B,L,2,0,0,2,3,-2
Slider,81.3,4,S,L,2,1,0,2,3,-2
Slider,84.2,2,S,L,2,2,0,2,3,-2
2-Seam Fastball,81,13,B,L,3,2,0,2,3,-2
Cutter,91.4,8,X,L,0,0,0,0,4,-2
Slider,90.6,11,B,L,1,0,0,0,4,-2
Slider,84.9,11,B,L,2,0,0,0,4,-2
4-Seam Fastball,82.9,5,X,L,0,0,0,1,4,-2
4-Seam Fastball,93.3,11,B,L,1,0,0,1,4,-2
4-Seam Fastball,92.5,3,B,L,2,0,0,1,4,-2
4-Seam Fastball,92.6,6,X,R,0,0,1,1,4,-2
Slider,92.4,7,S,R,0,1,1,1,4,-2
Slider,85.8,8,S,R,0,2,1,1,4,-2
Slider,86.7,14,B,R,1,2,1,1,4,-2
2-Seam Fastball,86.5,14,B,R,2,2,1,1,4,-2
Slider,93.2,14,B,R,3,2,1,1,4,-2
Slider,84.8,5,X,L,0,0,1,2,4,-2
2-Seam Fastball,84.9,14,S,L,0,1,1,2,4,-2
Slider,92.5,8,S,L,0,2,1,2,4,-2
Slider,84.9,13,B,L,1,2,1,2,4,-2
Changeup,86,14,S,L,0,0,0,0,5,-2
2-Seam Fastball,84.3,11,B,L,1,0,0,0,5,-2
Slider,92.9,14,B,L,2,0,0,0,5,-2
2-Seam Fastball,83.1,11,B,L,3,0,0,0,5,-2
Slider,92.7,13,B,R,0,0,1,0,5,-2
2-Seam Fastball,85.6,8,S,R,0,1,1,0,5,-2
Slider,92.5,13,S,R,0,2,1,0,5,-2
2-Seam Fastball,86.7,14,S,R,0,2,1,0,5,-2
Slider,92.2,13,B,R,1,2,1,0,5,-2
2-Seam Fastball,84.7,14,S,R,1,2,1,0,5,-2
Slider,92.3,13,S,R,1,2,1,0,5,-2
2-Seam Fastball,85.2,14,B,R,2,2,1,0,5,-2
2-Seam Fastball,92.5,14,S,L,0,0,1,1,5,-2
Slider,92.2,14,S,L,0,1,1,1,5,-2
Slider,86.1,11,B,L,1,1,1,1,5,-2
Slider,83.5,7,X,L,0,0,1,2,5,-2
Slider,84.1,13,S,L,0,1,1,2,5,-2
Changeup,86.2,7,X,L,0,0,1,2,5,-3
Changeup,86.3,1,X,L,0,0,0,0,6,-3
Cutter,85,11,B,L,1,0,0,0,6,-3
Cutter,90.3,12,B,L,2,0,0,0,6,-3
2-Seam Fastball,89.9,11,B,L,3,0,0,0,6,-3
Slider,92.4,1,S,L,3,1,0,0,6,-3
Slider,84.3,5,S,L,3,2,0,0,6,-3
2-Seam Fastball,84.9,1,S,L,3,2,0,0,6,-3
Slider,92.9,7,X,L,0,0,0,1,6,-3
2-Seam Fastball,87.4,4,S,L,0,1,0,1,6,-3
Cutter,92.8,14,B,L,1,1,0,1,6,-3
Slider,91,3,S,L,1,2,0,1,6,-3
2-Seam Fastball,83.1,5,X,R,0,0,1,1,6,-3
Slider,92.5,14,S,R,0,1,1,1,6,-3
Cutter,87.5,8,S,R,0,2,1,1,6,-3
Slider,88.1,14,B,R,1,2,1,1,6,-3
2-Seam Fastball,86,14,B,R,2,2,1,1,6,-3
Slider,92.1,9,X,L,0,0,1,2,6,-3
2-Seam Fastball,84.9,7,X,L,0,0,0,0,1,0
Cutter,92.6,7,S,L,0,1,0,0,1,0
2-Seam Fastball,91.1,3,X,R,0,0,0,1,1,0
Slider,93.1,4,S,R,0,1,0,1,1,0
Slider,84.6,12,B,R,1,1,0,1,1,0
Slider,80.6,12,B,R,2,1,0,1,1,0
Slider,83.6,2,S,R,2,2,0,1,1,0
2-Seam Fastball,84.5,14,B,R,3,2,0,1,1,0
2-Seam Fastball,92.1,13,B,L,0,0,1,1,1,0
Cutter,92.3,4,S,L,0,1,1,1,1,0
Slider,90.2,12,B,L,1,1,1,1,1,0
Slider,83.9,2,S,L,1,2,1,1,1,0
Slider,85.1,14,B,L,2,2,1,1,1,0
Slider,84.2,8,X,R,0,0,1,2,1,0
2-Seam Fastball,81.9,14,B,R,1,0,1,2,1,0
Slider,92.3,14,B,R,2,0,1,2,1,0
2-Seam Fastball,84.6,14,B,R,3,0,1,2,1,0
Slider,91.9,9,S,R,3,1,1,2,1,0
Slider,83.2,8,S,R,3,2,1,2,1,0
Slider,85,9,X,L,0,0,0,0,2,1
Cutter,82.6,11,B,L,1,0,0,0,2,1
Changeup,89.9,2,S,L,1,1,0,0,2,1
Cutter,85.3,13,B,L,2,1,0,0,2,1
2-Seam Fastball,89.9,2,S,L,2,2,0,0,2,1
2-Seam Fastball,92.6,11,B,L,3,2,0,0,2,1
2-Seam Fastball,93,14,B,R,0,0,1,0,2,1
Slider,93.1,7,S,R,0,1,1,0,2,1
Slider,84.5,14,S,R,0,2,1,0,2,1
2-Seam Fastball,86,14,B,R,1,2,1,0,2,1
Cutter,92.6,13,S,L,0,0,1,1,2,1
2-Seam Fastball,91,12,B,L,1,0,1,1,2,1
Slider,92.5,14,B,L,2,0,1,1,2,1
Slider,84.9,8,S,L,2,1,1,1,2,1
Slider,83.7,14,S,L,2,2,1,1,2,1
Slider,86,13,S,R,0,0,1,2,2,1
2-Seam Fastball,81.8,5,X,L,0,0,0,0,3,1
Cutter,91.3,13,B,L,1,0,0,0,3,1
2-Seam Fastball,90.2,3,X,L,0,0,1,0,3,1
2-Seam Fastball,92.2,13,B,L,1,0,1,0,3,1
Changeup,92.4,5,S,L,1,1,1,0,3,1
2-Seam Fastball,86.2,13,B,L,2,1,1,0,3,1
2-Seam Fastball,92.5,13,B,L,3,1,1,0,3,1
2-Seam Fastball,92.9,8,S,L,3,2,1,0,3,1
2-Seam Fastball,93.2,7,S,L,3,2,1,0,3,1
Slider,92.3,13,S,R,0,0,1,1,3,1
2-Seam Fastball,85.6,14,S,R,0,1,1,1,3,1
Slider,92.7,4,S,R,0,2,1,1,3,1
2-Seam Fastball,86.1,14,B,R,1,2,1,1,3,1
2-Seam Fastball,92.7,13,S,L,0,0,1,2,3,1
Changeup,92.3,14,S,L,0,1,1,2,3,1
Slider,88.4,8,S,L,0,2,1,2,3,1
2-Seam Fastball,83.3,13,B,L,1,2,1,2,3,1
2-Seam Fastball,92.8,13,B,L,2,2,1,2,3,1
Changeup,92.6,13,S,L,2,2,1,2,3,1
2-Seam Fastball,87.3,7,X,R,0,0,1,2,3,1
2-Seam Fastball,91.8,14,B,R,1,0,1,2,3,1
Changeup,92.2,14,B,R,2,0,1,2,3,1
Changeup,84.6,7,S,R,2,1,1,2,3,1
Slider,85,13,S,R,2,2,1,2,3,1
Slider,85.4,14,B,R,3,2,1,2,3,1
2-Seam Fastball,83.2,9,S,R,3,2,1,2,3,1
2-Seam Fastball,92.6,11,S,R,3,2,1,2,3,1
2-Seam Fastball,92.6,7,S,R,3,2,1,2,3,1
Changeup,91.7,11,S,R,3,2,1,2,3,1
Slider,84.3,14,B,L,0,0,1,2,3,1
Cutter,84.5,14,B,L,1,0,1,2,3,1
Changeup,90.6,12,S,L,1,1,1,2,3,1
Slider,87,7,S,L,1,2,1,2,3,1
2-Seam Fastball,84.1,4,X,R,0,0,1,2,3,0
Cutter,92.2,4,X,L,0,0,0,0,4,0
2-Seam Fastball,90.4,11,B,L,1,0,0,0,4,0
2-Seam Fastball,92,6,X,R,0,0,1,0,4,0
2-Seam Fastball,92.8,11,B,R,1,0,1,0,4,0
2-Seam Fastball,92.5,7,X,L,0,0,1,0,4,0
2-Seam Fastball,92.9,13,B,L,1,0,1,0,4,0
2-Seam Fastball,92.9,11,B,L,2,0,1,0,4,0
2-Seam Fastball,92.6,7,S,L,2,1,1,0,4,0
2-Seam Fastball,92.8,11,B,L,3,1,1,0,4,0
2-Seam Fastball,92.8,13,B,L,0,0,1,0,4,0
Cutter,92.8,13,B,L,1,0,1,0,4,0
2-Seam Fastball,91.1,12,B,L,2,0,1,0,4,0
2-Seam Fastball,93.3,8,X,R,0,0,1,1,4,-1
Changeup,92.4,11,B,R,1,0,1,1,4,-1
Slider,83.8,13,B,R,2,0,1,1,4,-1
2-Seam Fastball,84.3,5,S,R,2,1,1,1,4,-1
2-Seam Fastball,92.2,14,B,R,3,1,1,1,4,-1
2-Seam Fastball,91.6,4,S,R,3,2,1,1,4,-1
Changeup,92.4,9,X,L,0,0,1,2,4,-2
Changeup,86.7,13,S,L,0,1,1,2,4,-2
Cutter,85.8,14,B,L,1,1,1,2,4,-2
Slider,90.6,12,S,L,1,2,1,2,4,-2
2-Seam Fastball,86.1,7,S,L,0,0,0,0,1,0
2-Seam Fastball,92.9,4,S,L,0,1,0,0,1,0
Cutter,92.4,13,B,L,1,1,0,0,1,0
Slider,90.2,11,S,L,1,2,0,0,1,0
2-Seam Fastball,84.7,5,X,R,0,0,0,1,1,0
2-Seam Fastball,93,5,X,R,0,0,1,1,1,0
2-Seam Fastball,92.8,13,S,R,0,1,1,1,1,0
Cutter,91.7,7,X,R,0,0,1,1,1,-1
Slider,90.9,12,B,R,1,0,1,1,1,-1
Slider,84.4,9,S,R,1,1,1,1,1,-1
Slider,84.2,14,S,R,1,2,1,1,1,-1
Cutter,85.5,14,B,R,2,2,1,1,1,-1
Cutter,90.2,9,X,L,0,0,1,2,1,-1
Changeup,90.9,2,B,L,1,0,1,2,1,-1
Cutter,87.3,7,S,L,1,1,1,2,1,-1
2-Seam Fastball,89,3,X,R,0,0,0,0,2,3
Slider,91.9,5,S,R,0,1,0,0,2,3
Slider,86.2,14,B,R,1,1,0,0,2,3
Slider,82.8,2,S,R,1,2,0,0,2,3
2-Seam Fastball,84.1,14,B,R,2,2,0,0,2,3
2-Seam Fastball,92.2,14,B,R,3,2,0,0,2,3
Cutter,92.2,6,S,R,3,2,0,0,2,3
2-Seam Fastball,90,6,S,L,0,0,0,1,2,3
2-Seam Fastball,91.9,4,S,L,0,1,0,1,2,3
Cutter,92.1,8,B,L,1,1,0,1,2,3
Slider,90.7,12,S,L,1,2,0,1,2,3
Slider,82.1,13,X,R,0,0,0,2,2,3
Slider,82.1,14,B,R,1,0,0,2,2,3
2-Seam Fastball,83.1,2,X,R,0,0,0,0,3,3
Slider,92.8,4,S,R,0,1,0,0,3,3
Curveball,84.9,9,X,L,0,0,0,1,3,3
Cutter,76,14,B,L,1,0,0,1,3,3
2-Seam Fastball,91.1,11,B,L,2,0,0,1,3,3
2-Seam Fastball,91.2,13,B,L,3,0,0,1,3,3
2-Seam Fastball,92.4,13,S,L,3,1,0,1,3,3
Cutter,92.7,4,X,R,0,0,0,2,3,3
Slider,91.8,14,S,R,0,1,0,2,3,3
Slider,85.7,14,S,R,0,2,0,2,3,3
Slider,83.8,14,B,R,1,2,0,2,3,3
Cutter,87.1,14,B,R,2,2,0,2,3,3
Cutter,90.9,14,B,R,3,2,0,2,3,3
Cutter,91,4,X,R,0,0,1,2,3,3
Slider,90.9,14,S,R,0,1,1,2,3,3
Cutter,86.2,4,X,R,0,0,0,0,4,4
Cutter,90.6,2,S,R,0,1,0,0,4,4
Slider,90.4,14,B,R,1,1,0,0,4,4
Slider,84.7,11,B,R,2,1,0,0,4,4
Slider,82.9,9,S,R,2,2,0,0,4,4
Slider,85.4,14,S,L,0,0,0,1,4,4
2-Seam Fastball,85.4,14,B,L,1,0,0,1,4,4
Slider,92.7,13,B,L,2,0,0,1,4,4
Slider,85.6,7,X,R,0,0,0,2,4,4
2-Seam Fastball,88,5,X,L,0,0,1,2,4,4
2-Seam Fastball,92.5,5,X,R,0,0,0,0,5,4
Cutter,92.8,14,B,R,1,0,0,0,5,4
Slider,90.1,6,X,R,0,0,0,1,5,4
2-Seam Fastball,84,5,X,L,0,0,0,2,5,4
2-Seam Fastball,93.8,14,B,L,1,0,0,2,5,4
2-Seam Fastball,92.7,13,B,L,2,0,0,2,5,4
2-Seam Fastball,91.8,11,B,L,3,0,0,2,5,4
2-Seam Fastball,91.5,7,S,L,3,1,0,2,5,4
Slider,92.2,9,B,R,0,0,1,2,5,4
Changeup,84.8,8,S,R,0,1,1,2,5,4
Cutter,87.2,13,B,R,1,1,1,2,5,4
Slider,90.5,2,S,R,1,2,1,2,5,4
2-Seam Fastball,85.6,6,X,R,0,0,0,0,6,4
Changeup,91,1,S,R,0,1,0,0,6,4
Changeup,87.6,8,S,R,0,2,0,0,6,4
Cutter,84.5,13,X,R,0,0,0,1,6,4
Slider,91,14,B,R,1,0,0,1,6,4
Cutter,83,14,S,R,1,1,0,1,6,4
Slider,90.7,9,S,R,1,2,0,1,6,4
Changeup,83.4,14,S,L,0,0,0,2,6,4
Cutter,87.2,7,S,L,0,1,0,2,6,4
Slider,90.9,4,S,L,0,2,0,2,6,4
Slider,83,7,S,R,0,0,0,0,7,4
2-Seam Fastball,83.2,11,B,R,1,0,0,0,7,4
Cutter,92.4,14,B,R,2,0,0,0,7,4
2-Seam Fastball,90.9,14,B,R,3,0,0,0,7,4
Slider,91.8,14,S,R,3,1,0,0,7,4
2-Seam Fastball,85,14,B,L,0,0,1,0,7,4
2-Seam Fastball,92.6,8,S,L,0,1,1,0,7,4
Cutter,92.7,5,X,R,0,0,1,1,7,4
Cutter,91,3,S,R,0,1,1,1,7,4
Slider,90.1,2,X,R,0,0,1,2,7,4
Slider,84.8,9,S,R,0,1,1,2,7,4
Cutter,86.8,14,B,R,1,1,1,2,7,4
Slider,89.6,2,S,R,1,2,1,2,7,4
Slider,84.6,11,B,R,2,2,1,2,7,4
Slider,83.5,14,S,L,0,0,0,0,8,4
2-Seam Fastball,83.9,11,B,L,1,0,0,0,8,4
2-Seam Fastball,91.9,7,S,L,1,1,0,0,8,4
2-Seam Fastball,92.5,4,X,R,0,0,0,1,8,4
Changeup,91.9,14,B,R,1,0,0,1,8,4
2-Seam Fastball,85.8,8,X,R,0,0,0,2,8,4
Slider,91.9,5,S,R,0,1,0,2,8,4
Slider,85.8,14,B,R,1,1,0,2,8,4
Cutter,87,13,B,R,2,1,0,2,8,4
Changeup,90.1,9,S,R,2,2,0,2,8,4
Slider,86.2,13,B,R,3,2,0,2,8,4
Cutter,85.6,13,X,R,0,0,1,2,8,4
Slider,90.1,2,B,R,1,0,1,2,8,4
2-Seam Fastball,85.2,1,S,R,1,1,1,2,8,4
